;AAPL;AMZN;GOOGL
03/06/2021;120.89859008789062;159.35049438476562;116.67923736572266
04/06/2021;123.1983413696289;160.31100463867188;118.96501159667969
07/06/2021;123.20812225341797;159.90049743652344;119.39892578125
08/06/2021;124.0301513671875;163.20550537109375;119.20707702636719
09/06/2021;124.41181945800781;164.0574951171875;119.67924499511719
10/06/2021;123.41365051269531;167.4824981689453;121.0306396484375
11/06/2021;124.62712860107422;167.3415069580078;120.78561401367188
14/06/2021;127.69017028808594;169.19349670410156;121.71553802490234
15/06/2021;126.8681640625;169.156494140625;120.69564819335938
16/06/2021;127.36724090576172;170.7624969482422;120.05250549316406
17/06/2021;128.9722137451172;174.46200561523438;121.01771545410156
18/06/2021;127.6706314086914;174.34500122070312;119.39494323730469
21/06/2021;129.47132873535156;172.697998046875;121.08631134033203
22/06/2021;131.11538696289062;175.27200317382812;121.60121154785156
23/06/2021;130.84133911132812;175.1909942626953;121.39892578125
24/06/2021;130.55755615234375;172.45399475097656;121.76969909667969
25/06/2021;130.26394653320312;170.072998046875;121.77815246582031
28/06/2021;131.8982696533203;172.1945037841797;121.80550384521484
29/06/2021;133.41513061523438;172.40699768066406;121.54356384277344
30/06/2021;134.0316619873047;172.00799560546875;121.36164855957031
01/07/2021;134.33502197265625;171.64849853515625;121.71453857421875
02/07/2021;136.9674835205078;175.5489959716797;124.5107650756836
06/07/2021;138.98348999023438;183.78700256347656;125.43771362304688
07/07/2021;141.4789276123047;184.82899475097656;125.72000885009766
08/07/2021;140.17735290527344;186.57049560546875;124.29853820800781
09/07/2021;142.0074005126953;185.9669952392578;124.77021026611328
12/07/2021;141.4104461669922;185.92750549316406;126.2185287475586
13/07/2021;142.5260772705078;183.8679962158203;126.58234405517578
14/07/2021;145.96102905273438;184.08399963378906;127.47250366210938
15/07/2021;145.30535888671875;181.55999755859375;126.24784851074219
16/07/2021;143.2600555419922;178.68150329589844;126.21305084228516
19/07/2021;139.40426635742188;177.47950744628906;123.8353271484375
20/07/2021;143.02513122558594;178.6595001220703;125.45709991455078
21/07/2021;142.2912139892578;179.25999450683594;126.78861236572266
22/07/2021;143.6612548828125;181.90150451660156;127.65589904785156
23/07/2021;145.38363647460938;182.83200073242188;132.22201538085938
26/07/2021;145.804443359375;184.99099731445312;133.23594665527344
27/07/2021;143.6319122314453;181.3195037841797;131.1136474609375
28/07/2021;141.88015747070312;181.51600646972656;135.28265380859375
29/07/2021;142.5260772705078;179.99600219726562;134.96803283691406
30/07/2021;142.7413330078125;166.37950134277344;133.92330932617188
02/08/2021;142.4086456298828;166.57400512695312;134.05056762695312
03/08/2021;144.20928955078125;168.31199645996094;134.82142639160156
04/08/2021;143.80807495117188;167.73599243164062;134.31993103027344
05/08/2021;143.9157257080078;168.79949951171875;135.43922424316406
06/08/2021;143.22964477539062;167.2469940185547;134.9292755126953
09/08/2021;143.1806182861328;167.093505859375;136.09678649902344
10/08/2021;142.7003936767578;166.03399658203125;135.99142456054688
11/08/2021;142.9552001953125;164.60549926757812;135.46658325195312
12/08/2021;145.9248809814453;165.1750030517578;136.37611389160156
13/08/2021;146.13067626953125;164.69850158691406;136.90643310546875
16/08/2021;148.1104736328125;164.94949340820312;137.48495483398438
17/08/2021;147.19900512695312;162.09800720214844;135.8468017578125
18/08/2021;143.4452362060547;160.06100463867188;134.64151000976562
19/08/2021;143.77850341796875;159.3874969482422;134.8711395263672
20/08/2021;145.2388153076172;159.99749755859375;136.61019897460938
23/08/2021;146.7285614013672;163.2935028076172;139.2066192626953
24/08/2021;146.64035034179688;165.28900146484375;140.4193572998047
25/08/2021;145.40545654296875;164.95899963378906;141.2319793701172
26/08/2021;144.6017608642578;165.8000030517578;140.59730529785156
27/08/2021;145.64065551757812;167.48150634765625;143.14549255371094
30/08/2021;150.0706329345703;171.07850646972656;143.72853088378906
31/08/2021;148.80633544921875;173.5395050048828;143.83486938476562
01/09/2021;149.4727783203125;173.9499969482422;144.34979248046875
02/09/2021;150.590087890625;173.156005859375;142.4327850341797
03/09/2021;151.2271270751953;173.90249633789062;142.88258361816406
07/09/2021;153.56956481933594;175.46449279785156;143.42034912109375
08/09/2021;152.02102661132812;176.27499389648438;142.83436584472656
09/09/2021;151.001708984375;174.20799255371094;142.68527221679688
10/09/2021;146.00328063964844;173.45750427246094;140.03614807128906
13/09/2021;146.57176208496094;172.85850524902344;141.48397827148438
14/09/2021;145.1702117919922;172.5;141.6947021484375
15/09/2021;146.0620880126953;173.7895050048828;143.5684814453125
16/09/2021;145.82687377929688;174.41200256347656;142.7538604736328
17/09/2021;143.15122985839844;173.12600708007812;139.9606170654297
20/09/2021;140.09336853027344;167.7864990234375;137.89251708984375
21/09/2021;140.57357788085938;167.18150329589844;138.20416259765625
22/09/2021;142.94540405273438;169.00250244140625;139.44717407226562
23/09/2021;143.90589904785156;170.8000030517578;140.3741455078125
24/09/2021;143.99411010742188;171.2760009765625;141.36717224121094
27/09/2021;142.4749755859375;170.2899932861328;140.23098754882812
28/09/2021;139.08387756347656;165.79800415039062;135.02023315429688
29/09/2021;139.98556518554688;165.05599975585938;133.55255126953125
30/09/2021;138.68206787109375;164.2519989013672;132.87908935546875
